legalEntityIdentifier;lastPublicUpdate;status;assignmentDate;renewalDate;expirationDate;expirationReason;successorLei;successorName;registeredName;legalEntityStatus;businessRegisterCode;businessRegistryIdentifier;legalForm;legalRegistrationAddress.firstAddressLine;legalRegistrationAddress.additionalAddressLine1;legalRegistrationAddress.additionalAddressLine2;legalRegistrationAddress.additionalAddressLine3;legalRegistrationAddress.city;legalRegistrationAddress.postalCode;legalRegistrationAddress.region;legalRegistrationAddress.country;headquartersAddress.firstAddressLine;headquartersAddress.additionalAddressLine1;headquartersAddress.additionalAddressLine2;headquartersAddress.additionalAddressLine3;headquartersAddress.city;headquartersAddress.postalCode;headquartersAddress.region;headquartersAddress.country;legalJurisdiction;entityCategory;validationSources;validationAuthorityID;validationAuthorityEntityID;managingLou
724500P6DGM06PNTD039;27-12-2022;ISSUED;21-02-2018;21-02-2023;;;;;Ischia B.V.;ACTIVE;RA000463;32116791;Besloten Vennootschap;Gerrit van der Veenlaan 18A;;;;Baarn;3743DN;;NL;Gerrit van der Veenlaan 18A;;;;Baarn;3743DN;;NL;NL;;FULLY_CORROBORATED;RA000463;32116791;724500A93Z8V1MJK5349
7245009QCCGY6QZOU848;27-12-2022;ISSUED;17-02-2022;17-02-2023;;;;;ORA Traders Group B.V.;ACTIVE;RA000463;37134933;Besloten Vennootschap;Naritaweg 127;;;;Amsterdam;1043BS;;NL;Naritaweg 127;;;;Amsterdam;1043BS;;NL;NL;;FULLY_CORROBORATED;RA000463;37134933;724500A93Z8V1MJK5349
724500TFQ0YPAPIH6686;27-12-2022;ISSUED;18-02-2014;18-02-2023;;;;;Veldrecht Holding B.V.;ACTIVE;RA000463;59313536;Besloten Vennootschap;Distriboulevard 5;;;;Zevenbergen;4761RZ;;NL;Distriboulevard 5;;;;Zevenbergen;4761RZ;;NL;NL;;FULLY_CORROBORATED;RA000463;59313536;724500A93Z8V1MJK5349
7245004WJ8BD9GYWDJ35;27-12-2022;ISSUED;17-02-2014;17-02-2023;;;;;Hato B.V.;ACTIVE;RA000463;12015373;Besloten Vennootschap;Handelsstraat 31;;;;Sittard;6135KK;;NL;Handelsstraat 31;;;;Sittard;6135KK;;NL;NL;;FULLY_CORROBORATED;RA000463;12015373;724500A93Z8V1MJK5349
724500LU293DJKLDSA32;27-12-2022;ISSUED;18-02-2014;18-02-2023;;;;;Jiffy Products International B.V.;ACTIVE;RA000463;04042567;Besloten Vennootschap;Lindtsedijk 20A;;;;Zwijndrecht;3336LE;;NL;Lindtsedijk 20A;;;;Zwijndrecht;3336LE;;NL;NL;;FULLY_CORROBORATED;RA000463;04042567;724500A93Z8V1MJK5349
724500ZCG6N69NWPQ520;27-12-2022;ISSUED;17-01-2018;17-01-2023;;;;;Duinlustweg 5 Beheer B.V.;ACTIVE;RA000463;27284602;Besloten Vennootschap;Westplein 81;;;;Rotterdam;3016BM;;NL;Westplein 81;;;;Rotterdam;3016BM;;NL;NL;;FULLY_CORROBORATED;RA000463;27284602;724500A93Z8V1MJK5349
724500P3AAXLZ59ZQG53;27-12-2022;ISSUED;18-02-2020;18-02-2023;;;;;Molshaven B.V.;ACTIVE;RA000463;75397714;Besloten Vennootschap;Apollolaan 153;;;;Amsterdam;1077AS;;NL;Apollolaan 153;;;;Amsterdam;1077AS;;NL;NL;;FULLY_CORROBORATED;RA000463;75397714;724500A93Z8V1MJK5349
724500B15SG5DVUSIR70;27-12-2022;ISSUED;18-02-2014;18-02-2023;;;;;Civilus B.V.;ACTIVE;RA000463;09212248;Besloten Vennootschap;De Boelelaan 7;;;;Amsterdam;1083HJ;;NL;De Boelelaan 7;;;;Amsterdam;1083HJ;;NL;NL;;FULLY_CORROBORATED;RA000463;09212248;724500A93Z8V1MJK5349
72450001O2X4L7RCDJ51;27-12-2022;ISSUED;21-02-2018;21-02-2023;;;;;Gooische Beleggingsmaatschappij B.V.;ACTIVE;RA000463;58381708;Besloten Vennootschap;Flevolaan 6;;;;Naarden;1411KD;;NL;Flevolaan 6;;;;Naarden;1411KD;;NL;NL;;FULLY_CORROBORATED;RA000463;58381708;724500A93Z8V1MJK5349
724500P8U333Y4FHXW83;27-12-2022;LAPSED;29-09-2017;29-09-2021;;;;;Wolfhaagstek B.V.;ACTIVE;RA000463;14048015;Besloten Vennootschap;Koekoekweg 14;;;;Rhenen;3911AS;;NL;Koekoekweg 14;;;;Rhenen;3911AS;;NL;NL;;FULLY_CORROBORATED;RA000463;14048015;724500A93Z8V1MJK5349
724500YQHS7KMMCK4372;27-12-2022;ISSUED;27-12-2022;27-12-2023;;;;;M. Verhofstadt B.V.;ACTIVE;RA000463;17146319;Besloten Vennootschap;Egelantier 34;;;;Helmond;5708DX;;NL;Egelantier 34;;;;Helmond;5708DX;;NL;NL;;FULLY_CORROBORATED;RA000463;17146319;724500A93Z8V1MJK5349
724500WO3JSV86VDG654;27-12-2022;ISSUED;27-12-2022;27-12-2023;;;;;Taman Nakhoda Holding B.V.;ACTIVE;RA000463;75018055;Besloten Vennootschap;Sluisvaart 166;;;;Ouderkerk aan de Amstel;1191HH;;NL;Sluisvaart 166;;;;Ouderkerk aan de Amstel;1191HH;;NL;NL;;FULLY_CORROBORATED;RA000463;75018055;724500A93Z8V1MJK5349
724500CDTM6HL2PDFC28;27-12-2022;ISSUED;20-12-2017;27-12-2023;;;;;Adviesbureau Rand B.V.;ACTIVE;RA000463;20161432;Besloten Vennootschap;Molendijk 35;;;;Dinteloord;4671BM;;NL;Molendijk 35;;;;Dinteloord;4671BM;;NL;NL;;FULLY_CORROBORATED;RA000463;20161432;724500A93Z8V1MJK5349
724500D6M8A3NGJUAN22;27-12-2022;ISSUED;18-02-2021;18-02-2023;;;;;GEPETHEX B.V.;ACTIVE;RA000463;28117540;Besloten Vennootschap;Jan van Goyenkade 8;;;;Leiden;2311AX;;NL;Jan van Goyenkade 8;;;;Leiden;2311AX;;NL;NL;;FULLY_CORROBORATED;RA000463;28117540;724500A93Z8V1MJK5349
7245000F6A9IVOKT1A71;27-12-2022;ISSUED;30-08-2019;27-12-2023;;;;;Mr. W.J.G. Maas Beheer B.V.;ACTIVE;RA000463;56482388;Besloten Vennootschap;Kennedyplein 201;;;;Eindhoven;5611ZT;;NL;Kennedyplein 201;;;;Eindhoven;5611ZT;;NL;NL;;FULLY_CORROBORATED;RA000463;56482388;724500A93Z8V1MJK5349
724500BPI9STAQNDDF44;27-12-2022;ISSUED;16-02-2022;16-02-2023;;;;;Birdy Invest B.V.;ACTIVE;RA000463;17174277;Besloten Vennootschap;Kapelstraat-Noord 76;;;;Veldhoven;5502CD;;NL;Kapelstraat-Noord 76;;;;Veldhoven;5502CD;;NL;NL;;FULLY_CORROBORATED;RA000463;17174277;724500A93Z8V1MJK5349
724500FWE2IO8PCK5G40;27-12-2022;ISSUED;27-12-2022;27-12-2023;;;;;Stichting GAPO;ACTIVE;RA000463;88291405;Stichting;Laurentiusstraat 4;;;;Ulvenhout;4851EL;;NL;Laurentiusstraat 4;;;;Ulvenhout;4851EL;;NL;NL;;FULLY_CORROBORATED;RA000463;88291405;724500A93Z8V1MJK5349
724500K96HRINH8YCK62;27-12-2022;ISSUED;15-01-2018;15-01-2023;;;;;De Haan-Senden Holding B.V.;ACTIVE;RA000463;08129781;Besloten Vennootschap;RR1, Site 14, Box 55;;;;OKOTOKS AB;T1S1A1;;CA;RR1, Site 14, Box 55;;;;OKOTOKS AB;T1S1A1;;CA;NL;;FULLY_CORROBORATED;RA000463;08129781;724500A93Z8V1MJK5349
7245001DDCS30R8XY218;27-12-2022;ISSUED;27-12-2022;27-12-2023;;;;;Stichting Stinze-Stiens;ACTIVE;RA000463;83772014;Stichting;Smelbrêge 6;;;;Stiens;9051BH;;NL;Smelbrêge 6;;;;Stiens;9051BH;;NL;NL;;FULLY_CORROBORATED;RA000463;83772014;724500A93Z8V1MJK5349
7245003CNNML076F6A50;27-12-2022;ISSUED;22-12-2017;22-12-2023;;;;;Da Silva Guarda Lijfrente B.V.;ACTIVE;RA000463;30090399;Besloten Vennootschap;Burg. de Kockstraat 3;;;;Kamerik;3471CW;;NL;Burg. de Kockstraat 3;;;;Kamerik;3471CW;;NL;NL;;FULLY_CORROBORATED;RA000463;30090399;724500A93Z8V1MJK5349
724500K7NID977XET863;27-12-2022;ISSUED;27-12-2022;27-12-2023;;;;;Unless Investments B.V.;ACTIVE;RA000463;88393372;Besloten Vennootschap;P.J. Lomanplein 8;;;;Bussum;1405BJ;;NL;P.J. Lomanplein 8;;;;Bussum;1405BJ;;NL;NL;;FULLY_CORROBORATED;RA000463;88393372;724500A93Z8V1MJK5349
724500ZG3IR7HVEQ7L52;27-12-2022;ISSUED;27-12-2022;27-12-2023;;;;;X-TRAA Management & Advies B.V.;ACTIVE;RA000463;87527634;Besloten Vennootschap;Hertoglaan 60;;;;Vught;5262JP;;NL;Hertoglaan 60;;;;Vught;5262JP;;NL;NL;;FULLY_CORROBORATED;RA000463;87527634;724500A93Z8V1MJK5349
724500OLX2OBO604PB37;27-12-2022;ISSUED;20-11-2017;27-12-2023;;;;;Tjeerd Korver Holding B.V.;ACTIVE;RA000463;56164939;Besloten Vennootschap;Beethovengaarde 111;;;;Oss;5344CE;;NL;Beethovengaarde 111;;;;Oss;5344CE;;NL;NL;;FULLY_CORROBORATED;RA000463;56164939;724500A93Z8V1MJK5349
IW6U7MSNP42O5K5M6380;27-12-2022;ISSUED;06-06-2012;20-02-2023;;;;;Stichting Pensioenfonds DSM Nederland;ACTIVE;RA000463;41070481;Stichting;Het Overloon 1;;;;Heerlen;6411TE;;NL;Het Overloon 1;;;;Heerlen;6411TE;;NL;NL;;FULLY_CORROBORATED;RA000463;41070481;724500A93Z8V1MJK5349
7245001MW05GPXORNC23;27-12-2022;ISSUED;20-02-2020;20-02-2023;;;;;Figra B.V.;ACTIVE;RA000463;14040309;Besloten Vennootschap;Henssenlaan 10;;;;Sittard;6132BG;;NL;Henssenlaan 10;;;;Sittard;6132BG;;NL;NL;;FULLY_CORROBORATED;RA000463;14040309;724500A93Z8V1MJK5349
7245002HDCJ5QQ6J1N02;27-12-2022;ISSUED;20-02-2019;20-02-2023;;;;;JOMATO B.V.;ACTIVE;RA000463;73223751;Besloten Vennootschap;Landmeerse Loop 9;;;;Tilburg;5032BX;;NL;Landmeerse Loop 9;;;;Tilburg;5032BX;;NL;NL;;FULLY_CORROBORATED;RA000463;73223751;724500A93Z8V1MJK5349
7245003E7WKEPHNI3T30;27-12-2022;ISSUED;20-02-2019;20-02-2023;;;;;Huco Beheer B.V.;ACTIVE;RA000463;14039906;Besloten Vennootschap;Jan Maenenstraat 3;;;;Wijnandsrade;6363AG;;NL;Jan Maenenstraat 3;;;;Wijnandsrade;6363AG;;NL;NL;;FULLY_CORROBORATED;RA000463;14039906;724500A93Z8V1MJK5349
724500KGM44NFOE95187;27-12-2022;ISSUED;19-02-2019;19-02-2023;;;;;Djempol Beheer B.V.;ACTIVE;RA000463;37158464;Besloten Vennootschap;Willem Pzn. Lakemanstraat 16;;;;De Rijp;1483VA;;NL;Willem Pzn. Lakemanstraat 16;;;;De Rijp;1483VA;;NL;NL;;FULLY_CORROBORATED;RA000463;37158464;724500A93Z8V1MJK5349
724500Z79BCWEGGDGW12;27-12-2022;ISSUED;15-01-2014;15-01-2023;;;;;Blade B.V.;ACTIVE;RA000463;33083378;Besloten Vennootschap;Nieuwe Uilenburgerstraat 173;;;;Amsterdam;1011LN;;NL;Nieuwe Uilenburgerstraat 173;;;;Amsterdam;1011LN;;NL;NL;;FULLY_CORROBORATED;RA000463;33083378;724500A93Z8V1MJK5349
724500H2DGFLDQV21X46;27-12-2022;ISSUED;15-01-2014;15-01-2023;;;;;Gassan Diamonds B.V.;ACTIVE;RA000463;33082505;Besloten Vennootschap;Nieuwe Uilenburgerstraat 173;;;;Amsterdam;1011LN;;NL;Nieuwe Uilenburgerstraat 173;;;;Amsterdam;1011LN;;NL;NL;;FULLY_CORROBORATED;RA000463;33082505;724500A93Z8V1MJK5349
7245006C3210PUW8I814;27-12-2022;ISSUED;16-01-2018;16-01-2023;;;;;Papaja B.V.;ACTIVE;RA000463;27156577;Besloten Vennootschap;Koninginnegracht 22;;;;'s-Gravenhage;2514AB;;NL;Koninginnegracht 22;;;;'s-Gravenhage;2514AB;;NL;NL;;FULLY_CORROBORATED;RA000463;27156577;724500A93Z8V1MJK5349
7245003PO5XGNG9ZVH16;27-12-2022;ISSUED;19-02-2018;19-02-2023;;;;;Star Seeker B.V.;ACTIVE;RA000463;09195689;Besloten Vennootschap;Gustav Mahlerplein 279;;;;Amsterdam;1082MS;;NL;Gustav Mahlerplein 279;;;;Amsterdam;1082MS;;NL;NL;;FULLY_CORROBORATED;RA000463;09195689;724500A93Z8V1MJK5349
724500KC40WH26OGD675;27-12-2022;ISSUED;15-01-2018;15-01-2023;;;;;BISQ Enabling Consultancy B.V.;ACTIVE;RA000463;17132873;Besloten Vennootschap;De Watersnip 21;;;;Sint-Michielsgestel;5271LG;;NL;De Watersnip 21;;;;Sint-Michielsgestel;5271LG;;NL;NL;;FULLY_CORROBORATED;RA000463;17132873;724500A93Z8V1MJK5349
724500EX3EIM7BY9ZI76;27-12-2022;ISSUED;04-01-2019;04-01-2023;;;;;Goudiep B.V.;ACTIVE;RA000463;54150655;Besloten Vennootschap;Adriaan Dortsmanplein 3;;;;Naarden;1411RC;;NL;Adriaan Dortsmanplein 3;;;;Naarden;1411RC;;NL;NL;;FULLY_CORROBORATED;RA000463;54150655;724500A93Z8V1MJK5349
7245007XR8L70PL7P054;27-12-2022;ISSUED;18-02-2014;18-02-2023;;;;;Terberg Business Lease Group B.V.;ACTIVE;RA000463;30047233;Besloten Vennootschap;Eendrachtlaan 280;;;;Utrecht;3526LB;;NL;Eendrachtlaan 280;;;;Utrecht;3526LB;;NL;NL;;FULLY_CORROBORATED;RA000463;30047233;724500A93Z8V1MJK5349
7245004H6W10JDXDBG63;27-12-2022;ISSUED;16-01-2019;16-01-2023;;;;;Klavertje V B.V.;ACTIVE;RA000463;73229865;Besloten Vennootschap;Thierensweg 13;;;;Naarden;1411EW;;NL;Thierensweg 13;;;;Naarden;1411EW;;NL;NL;;FULLY_CORROBORATED;RA000463;73229865;724500A93Z8V1MJK5349
7245006571NRCBM0YJ80;27-12-2022;ISSUED;20-02-2018;20-02-2023;;;;;De Jacobshoeve B.V.;ACTIVE;RA000463;62120182;Besloten Vennootschap;Gooyerdijk 22;;;;Leersum;3956MB;;NL;Gooyerdijk 22;;;;Leersum;3956MB;;NL;NL;;FULLY_CORROBORATED;RA000463;62120182;724500A93Z8V1MJK5349
724500JA9QNTBHFHWF52;27-12-2022;ISSUED;16-01-2014;16-01-2023;;;;;Amtrada Holding B.V.;ACTIVE;RA000463;33223386;Besloten Vennootschap;Korte Hogendijk 18;;;;Zaandam;1506MA;;NL;Korte Hogendijk 18;;;;Zaandam;1506MA;;NL;NL;;FULLY_CORROBORATED;RA000463;33223386;724500A93Z8V1MJK5349
724500FJIJWG0AMMD181;27-12-2022;ISSUED;16-01-2018;16-01-2023;;;;;Baqen B.V.;ACTIVE;RA000463;30247372;Besloten Vennootschap;Hoofdstraat 117;;;;Driebergen-Rijsenburg;3971KG;;NL;Hoofdstraat 117;;;;Driebergen-Rijsenburg;3971KG;;NL;NL;;FULLY_CORROBORATED;RA000463;30247372;724500A93Z8V1MJK5349
7245001U41RYUFP95W12;27-12-2022;ISSUED;19-02-2014;19-02-2023;;;;;OTR Oiltrade B.V.;ACTIVE;RA000463;24464899;Besloten Vennootschap;Dieplood 40;;;;Werkendam;4251LV;;NL;Dieplood 40;;;;Werkendam;4251LV;;NL;NL;;FULLY_CORROBORATED;RA000463;24464899;724500A93Z8V1MJK5349
724500BO2PIE45C2CI60;27-12-2022;ISSUED;16-01-2018;16-01-2023;;;;;Maran Advisors B.V.;ACTIVE;RA000463;69284261;Besloten Vennootschap;Westplein 81;;;;Rotterdam;3016BM;;NL;Westplein 81;;;;Rotterdam;3016BM;;NL;NL;;FULLY_CORROBORATED;RA000463;69284261;724500A93Z8V1MJK5349
724500XDP1XVYJVDHX43;27-12-2022;LAPSED;30-12-2019;30-12-2020;;;;;A.T. Boxmeer B.V.;ACTIVE;RA000463;16064457;Besloten Vennootschap;Waterkering 15;;;;Cuijk;5432KE;;NL;Waterkering 15;;;;Cuijk;5432KE;;NL;NL;;FULLY_CORROBORATED;RA000463;16064457;724500A93Z8V1MJK5349
7245008ODA9NUFWYCE07;27-12-2022;LAPSED;13-03-2018;13-03-2019;;;;;De Platte Belskes B.V.;ACTIVE;RA000463;09118341;Besloten Vennootschap;Molenstraat 2a;;;;Doornenburg;6686AA;;NL;Molenstraat 2a;;;;Doornenburg;6686AA;;NL;NL;;FULLY_CORROBORATED;RA000463;09118341;724500A93Z8V1MJK5349
724500KF279ZQJEV7N44;27-12-2022;ISSUED;18-02-2019;18-02-2023;;;;;LvE Flow B.V.;ACTIVE;RA000463;27280390;Besloten Vennootschap;Junostraat 321;;;;'s-Gravenhage;2516BR;;NL;Junostraat 321;;;;'s-Gravenhage;2516BR;;NL;NL;;FULLY_CORROBORATED;RA000463;27280390;724500A93Z8V1MJK5349
724500M83JPITL013P73;27-12-2022;ISSUED;19-02-2018;19-02-2023;;;;;Pensioenmaatschappij David's House B.V.;ACTIVE;RA000463;33255032;Besloten Vennootschap;Keizersgracht 371B;;;;Amsterdam;1016EJ;;NL;Keizersgracht 371B;;;;Amsterdam;1016EJ;;NL;NL;;FULLY_CORROBORATED;RA000463;33255032;724500A93Z8V1MJK5349
984500995EB368CP0K26;27-12-2022;ISSUED;07-01-2021;07-01-2023;;;;;Maatschappij Wilhelmina N.V.;ACTIVE;RA000463;24194168;Naamloze Vennootschap;Keizersgracht 555;;;;Amsterdam;1017DR;;NL;Keizersgracht 555;;;;Amsterdam;1017DR;;NL;NL;;FULLY_CORROBORATED;RA000463;24194168;724500A93Z8V1MJK5349
724500JJSOTIJHZA6D76;27-12-2022;ISSUED;12-02-2014;12-02-2023;;;;;Arminius Gemeenschappelijk Bezit B.V.;ACTIVE;RA000463;30082991;Besloten Vennootschap;Van Lawick van Pabstlaan 222;;;;De Meern;3453RC;;NL;Van Lawick van Pabstlaan 222;;;;De Meern;3453RC;;NL;NL;;FULLY_CORROBORATED;RA000463;30082991;724500A93Z8V1MJK5349
7245006HEB97WUUPGE17;27-12-2022;ISSUED;15-01-2018;15-01-2023;;;;;Fox Talbot B.V.;ACTIVE;RA000463;30282863;Besloten Vennootschap;Buntlaan 56;;;;Driebergen-Rijsenburg;3971JE;;NL;Buntlaan 56;;;;Driebergen-Rijsenburg;3971JE;;NL;NL;;FULLY_CORROBORATED;RA000463;30282863;724500A93Z8V1MJK5349
724500Q8UZ3XN63SKG22;27-12-2022;LAPSED;17-12-2018;17-12-2021;;;;;Nideco B.V.;ACTIVE;RA000463;64605000;Besloten Vennootschap;Venrayseweg 47a;;;;Horst;5961AD;;NL;Venrayseweg 47a;;;;Horst;5961AD;;NL;NL;;FULLY_CORROBORATED;RA000463;64605000;724500A93Z8V1MJK5349
724500IHOPG4ZL6YWK56;27-12-2022;ISSUED;21-02-2022;21-02-2023;;;;;Blaauw International B.V.;ACTIVE;RA000463;84994010;Besloten Vennootschap;Van Dijklaan 7;;;;Waalre;5581WG;;NL;Van Dijklaan 7;;;;Waalre;5581WG;;NL;NL;;FULLY_CORROBORATED;RA000463;84994010;724500A93Z8V1MJK5349
724500808EEDZYNVHP57;27-12-2022;ISSUED;18-02-2014;18-02-2023;;;;;Koninklijke Van Twist B.V.;ACTIVE;RA000463;23022060;Besloten Vennootschap;Keerweer 62;;;;Dordrecht;3316KA;;NL;Keerweer 62;;;;Dordrecht;3316KA;;NL;NL;;FULLY_CORROBORATED;RA000463;23022060;724500A93Z8V1MJK5349
724500BK1NJVAWKDJL03;27-12-2022;ISSUED;18-02-2014;18-02-2023;;;;;Hilverda De Boer B.V.;ACTIVE;RA000463;34054413;Besloten Vennootschap;Cotoneaster 12;;;;De Kwakel;1424LB;;NL;Cotoneaster 12;;;;De Kwakel;1424LB;;NL;NL;;FULLY_CORROBORATED;RA000463;34054413;724500A93Z8V1MJK5349
724500LNJ7KQGT6K7A13;27-12-2022;ISSUED;27-01-2020;27-01-2023;;;;;Soft Landing B.V.;ACTIVE;RA000463;76101975;Besloten Vennootschap;Plattegraaf 7;;;;Overasselt;6611LC;;NL;Plattegraaf 7;;;;Overasselt;6611LC;;NL;NL;;FULLY_CORROBORATED;RA000463;76101975;724500A93Z8V1MJK5349
724500CNTVRJ6TYYZB96;27-12-2022;ISSUED;19-02-2018;19-02-2023;;;;;Socrates Beheer B.V.;ACTIVE;RA000463;30133683;Besloten Vennootschap;Berkenlaan 5;;;;Hilversum;1213SR;;NL;Berkenlaan 5;;;;Hilversum;1213SR;;NL;NL;;FULLY_CORROBORATED;RA000463;30133683;724500A93Z8V1MJK5349
724500C9E4LA3IKCJZ64;27-12-2022;ISSUED;28-12-2017;28-12-2022;;;;;J.L.A. Welten Beheer B.V.;ACTIVE;RA000463;17102041;Besloten Vennootschap;Amsteleindstraat 19;;;;Oss;5345HA;;NL;Amsteleindstraat 19;;;;Oss;5345HA;;NL;NL;;FULLY_CORROBORATED;RA000463;17102041;724500A93Z8V1MJK5349
724500D4OTVO2VYJU266;27-12-2022;ISSUED;07-12-2017;18-01-2023;;;;;Jelmer Feenstra B.V.;ACTIVE;RA000463;55137989;Besloten Vennootschap;Kotkampplein 15;;;;Enschede;7531JN;;NL;Kotkampplein 15;;;;Enschede;7531JN;;NL;NL;;FULLY_CORROBORATED;RA000463;55137989;724500A93Z8V1MJK5349
724500CK08AZHICOPM04;27-12-2022;ISSUED;26-01-2021;26-01-2023;;;;;Van Peperstraate Managementadvies B.V.;ACTIVE;RA000463;77797744;Besloten Vennootschap;Nieuwegracht 165;;;;Utrecht;3512LM;;NL;Nieuwegracht 165;;;;Utrecht;3512LM;;NL;NL;;FULLY_CORROBORATED;RA000463;77797744;724500A93Z8V1MJK5349
724500RHCN66OLHESM70;27-12-2022;ISSUED;17-02-2022;17-02-2023;;;;;Alertech B.V.;ACTIVE;RA000463;81766092;Besloten Vennootschap;Rijsdijk 54;;;;Etten-Leur;4871JM;;NL;Rijsdijk 54;;;;Etten-Leur;4871JM;;NL;NL;;FULLY_CORROBORATED;RA000463;81766092;724500A93Z8V1MJK5349
724500PS1I1PC87WMD45;27-12-2022;ISSUED;09-02-2022;09-02-2023;;;;;KuHa Beheer B.V.;ACTIVE;RA000463;53627520;Besloten Vennootschap;Farwickweg 3;;;;de Lutte;7587NR;;NL;Farwickweg 3;;;;de Lutte;7587NR;;NL;NL;;FULLY_CORROBORATED;RA000463;53627520;724500A93Z8V1MJK5349
724500JHPT2QANPME832;27-12-2022;ISSUED;28-12-2017;11-01-2023;;;;;WZ-Concepts Holding B.V.;ACTIVE;RA000463;17277456;Besloten Vennootschap;Weidestraat 4;;;;Rosmalen;5241CB;;NL;Weidestraat 4;;;;Rosmalen;5241CB;;NL;NL;;FULLY_CORROBORATED;RA000463;17277456;724500A93Z8V1MJK5349
724500BAPNZSMJVHE886;27-12-2022;ISSUED;17-02-2021;17-02-2023;;;;;(D&O) 2 Holding B.V.;ACTIVE;RA000463;51355051;Besloten Vennootschap;Dennenweg 9;;;;Bosch en Duin;3735MN;;NL;Dennenweg 9;;;;Bosch en Duin;3735MN;;NL;NL;;FULLY_CORROBORATED;RA000463;51355051;724500A93Z8V1MJK5349
724500Y6BTK9XE8XUX34;27-12-2022;ISSUED;18-02-2022;18-02-2023;;;;;Gerle B.V.;ACTIVE;RA000463;12057981;Besloten Vennootschap;Appelgaard 14;;;;Arcen;5944GA;;NL;Appelgaard 14;;;;Arcen;5944GA;;NL;NL;;FULLY_CORROBORATED;RA000463;12057981;724500A93Z8V1MJK5349
724500SRIGM3L0XJKX03;27-12-2022;ISSUED;18-02-2015;18-02-2023;;;;;Hevea Holding B.V.;ACTIVE;RA000463;51903237;Besloten Vennootschap;Pekstraat 7;;;;Lelystad;8211AB;;NL;Pekstraat 7;;;;Lelystad;8211AB;;NL;NL;;FULLY_CORROBORATED;RA000463;51903237;724500A93Z8V1MJK5349
724500MYD22E11QPTT09;27-12-2022;ISSUED;09-02-2021;09-02-2023;;;;;Matzerales B.V.;ACTIVE;RA000463;63535084;Besloten Vennootschap;Barbarakruid 22;;;;Rotterdam;3068SB;;NL;Barbarakruid 22;;;;Rotterdam;3068SB;;NL;NL;;FULLY_CORROBORATED;RA000463;63535084;724500A93Z8V1MJK5349
724500WB8S2HM52EMI02;27-12-2022;ISSUED;18-02-2020;18-02-2023;;;;;H4 Groep B.V.;ACTIVE;RA000463;50256572;Besloten Vennootschap;Finsestraat 1;;;;Deventer;7418AN;;NL;Finsestraat 1;;;;Deventer;7418AN;;NL;NL;;FULLY_CORROBORATED;RA000463;50256572;724500A93Z8V1MJK5349
724500AJ1QE11B6QM553;27-12-2022;ISSUED;24-10-2017;18-02-2023;;;;;De Gulden Greep;ACTIVE;RA000463;27259158;Vereniging;Bankijkerweg 5A;;;;Rijnsburg;2231MH;;NL;Bankijkerweg 5A;;;;Rijnsburg;2231MH;;NL;NL;;FULLY_CORROBORATED;RA000463;27259158;724500A93Z8V1MJK5349
724500ECRYJC9EGO2U58;27-12-2022;ISSUED;14-01-2020;14-01-2023;;;;;SPVK B.V.;ACTIVE;RA000463;76152987;Besloten Vennootschap;Gotlandstraat 22;;;;Deventer;7418AZ;;NL;Gotlandstraat 22;;;;Deventer;7418AZ;;NL;NL;;FULLY_CORROBORATED;RA000463;76152987;724500A93Z8V1MJK5349
72450087752MOYX76L07;27-12-2022;ISSUED;17-02-2021;17-02-2023;;;;;IDMW Beleggingen B.V.;ACTIVE;RA000463;09144052;Besloten Vennootschap;van Limburg Stirumweg 4;;;;Oosterbeek;6861WL;;NL;van Limburg Stirumweg 4;;;;Oosterbeek;6861WL;;NL;NL;;FULLY_CORROBORATED;RA000463;09144052;724500A93Z8V1MJK5349
724500L9H54FMHWPC264;27-12-2022;ISSUED;18-02-2020;18-02-2023;;;;;Aake B.V.;ACTIVE;RA000463;18058873;Besloten Vennootschap;Vivaldilaan 18;;;;Berkel-Enschot;5056AW;;NL;Vivaldilaan 18;;;;Berkel-Enschot;5056AW;;NL;NL;;FULLY_CORROBORATED;RA000463;18058873;724500A93Z8V1MJK5349
7245007R6J0WFK11WZ23;27-12-2022;ISSUED;22-02-2021;22-02-2023;;;;;Shalom Leefvrij B.V.;ACTIVE;RA000463;67539491;Besloten Vennootschap;Singel 67;;;;Nieuwendijk;4255HC;;NL;Singel 67;;;;Nieuwendijk;4255HC;;NL;NL;;FULLY_CORROBORATED;RA000463;67539491;724500A93Z8V1MJK5349
724500JI3B76Y2HKIM47;27-12-2022;ISSUED;18-02-2019;18-02-2023;;;;;B&R Beurs Dispuut - Bowser;ACTIVE;RA000463;58944338;Vereniging;Burgemeester Oudlaan 50;Kamer NT-09;;;Rotterdam;3062PA;;NL;Burgemeester Oudlaan 50;Kamer NT-09;;;Rotterdam;3062PA;;NL;NL;;FULLY_CORROBORATED;RA000463;58944338;724500A93Z8V1MJK5349
724500JAB8726H6Z2V40;27-12-2022;ISSUED;18-02-2022;18-02-2023;;;;;CHIP XL B.V.;ACTIVE;RA000463;70500606;Besloten Vennootschap;Nieuwe Gracht 110;;;;Haarlem;2011NM;;NL;Nieuwe Gracht 110;;;;Haarlem;2011NM;;NL;NL;;FULLY_CORROBORATED;RA000463;70500606;724500A93Z8V1MJK5349
